	-6.9378555	61.9124519
	-6.9376759	61.9124636
	-6.9375645	61.912484
	-6.937453	61.9125306
	-6.9371805	61.9127027
	-6.9371371	61.9127406
	-6.9371371	61.9127785
	-6.9371929	61.9128076
	-6.9376016	61.9128747
	-6.9380227	61.9129388
	-6.9385244	61.9129972
	-6.9391003	61.913038
	-6.9394719	61.913073
	-6.9397816	61.9130963
	-6.9398683	61.9130875
	-6.9398744	61.9130584
	-6.9397816	61.9130117
	-6.9396577	61.9129476
	-6.9395153	61.9128659
	-6.93941	61.9128047
	-6.9391065	61.9127289
	-6.9387473	61.9126473
	-6.9385182	61.9125889
	-6.9380537	61.9124869
	-6.9378555	61.9124519
