	-6.9630616	61.9203026
	-6.963002	61.920034
	-6.9631707	61.9199547
	-6.9633942	61.9200491
	-6.9636268	61.9199782
	-6.9634581	61.9198473
	-6.9635402	61.9198064
	-6.9639301	61.9197784
	-6.9639524	61.9196159
	-6.9635515	61.9195006
	-6.9631061	61.9189083
	-6.9631952	61.9186934
	-6.9628166	61.9186095
	-6.9609459	61.9172047
	-6.959387	61.9167644
	-6.9592979	61.9165024
	-6.9579172	61.9156374
	-6.9572379	61.9154016
	-6.956258	61.9154959
	-6.9570263	61.9151866
	-6.9569039	61.9150555
	-6.9563805	61.915087
	-6.9546212	61.9147988
	-6.9518597	61.9149664
	-6.9514699	61.9151079
	-6.9513809	61.9154277
	-6.9514477	61.9157475
	-6.95304	61.9163451
	-6.9532404	61.9162664
	-6.9560465	61.9182951
	-6.9560242	61.9184103
	-6.9573604	61.9194378
	-6.9588748	61.9203601
	-6.9590975	61.9202973
	-6.9584516	61.9196893
	-6.9601108	61.9203864
	-6.9601442	61.9205541
	-6.9605896	61.9207375
	-6.9607789	61.920659
	-6.9607677	61.9199304
	-6.9610016	61.9199618
	-6.9613913	61.9203025
	-6.9622153	61.9202606
	-6.9630616	61.9203026
